,ts_code,symbol,name,area,industry,list_date
1747,688399.SH,688399,硕世生物,江苏,医疗保健,20191205
1748,688408.SH,688408,中信博,江苏,电气设备,20200828
1749,688418.SH,688418,震有科技,深圳,通信设备,20200722
1750,688466.SH,688466,金科环境,北京,环境保护,20200508
1751,688488.SH,688488,艾迪药业,江苏,生物制药,20200720
1752,688500.SH,688500,慧辰资讯,北京,互联网,20200716
1753,688505.SH,688505,复旦张江,上海,化学制药,20200619
1754,688508.SH,688508,芯朋微,江苏,半导体,20200722
1755,688510.SH,688510,航亚科技,江苏,航空,20201216
1756,688513.SH,688513,苑东生物,四川,化学制药,20200902
1757,688516.SH,688516,奥特维,江苏,专用机械,20200521
1758,688518.SH,688518,联赢激光,深圳,专用机械,20200622
1759,688519.SH,688519,南亚新材,上海,元器件,20200818
1760,688520.SH,688520,神州细胞-U,北京,生物制药,20200622
1761,688521.SH,688521,芯原股份-U,上海,半导体,20200818
1762,688526.SH,688526,科前生物,湖北,农业综合,20200922
1763,688528.SH,688528,秦川物联,四川,电器仪表,20200701
1764,688529.SH,688529,豪森股份,辽宁,汽车配件,20201109
1765,688536.SH,688536,思瑞浦,江苏,半导体,20200921
1766,688550.SH,688550,瑞联新材,陕西,化工原料,20200902
1767,688551.SH,688551,科威尔,安徽,专用机械,20200910
1768,688555.SH,688555,泽达易盛,天津,软件服务,20200623
1769,688556.SH,688556,高测股份,山东,专用机械,20200807
1770,688557.SH,688557,兰剑智能,山东,专用机械,20201202
1771,688558.SH,688558,国盛智科,江苏,机床制造,20200630
1772,688559.SH,688559,海目星,深圳,专用机械,20200909
1773,688560.SH,688560,明冠新材,江西,电气设备,20201224
1774,688561.SH,688561,奇安信-U,北京,软件服务,20200722
1775,688566.SH,688566,吉贝尔,江苏,化学制药,20200518
1776,688567.SH,688567,孚能科技,江西,电气设备,20200717
1777,688568.SH,688568,中科星图,北京,软件服务,20200708
1778,688569.SH,688569,铁科轨道,北京,运输设备,20200831
1779,688571.SH,688571,杭华股份,浙江,染料涂料,20201211
1780,688577.SH,688577,浙海德曼,浙江,机床制造,20200916
1781,688578.SH,688578,艾力斯-U,上海,化学制药,20201202
1782,688579.SH,688579,山大地纬,山东,软件服务,20200717
1783,688580.SH,688580,伟思医疗,江苏,医疗保健,20200721
1784,688585.SH,688585,上纬新材,上海,化工原料,20200928
1785,688586.SH,688586,江航装备,安徽,航空,20200731
1786,688588.SH,688588,凌志软件,江苏,软件服务,20200511
1787,688589.SH,688589,力合微,深圳,半导体,20200722
1788,688590.SH,688590,新致软件,上海,软件服务,20201207
1789,688595.SH,688595,芯海科技,深圳,半导体,20200928
1790,688596.SH,688596,正帆科技,上海,专用机械,20200820
1791,688598.SH,688598,金博股份,湖南,矿物制品,20200518
1792,688599.SH,688599,天合光能,江苏,电气设备,20200610
1793,688600.SH,688600,皖仪科技,安徽,电器仪表,20200703
1794,688607.SH,688607,康众医疗,江苏,医疗保健,20210201
1795,688608.SH,688608,恒玄科技,上海,半导体,20201216
1796,688617.SH,688617,惠泰医疗,深圳,医疗保健,20210107
1797,688618.SH,688618,三旺通信,深圳,通信设备,20201230
1798,688619.SH,688619,罗普特,福建,软件服务,20210223
1799,688628.SH,688628,优利德,广东,电器仪表,20210201
1800,688656.SH,688656,浩欧博,江苏,生物制药,20210113
1801,688658.SH,688658,悦康药业,北京,化学制药,20201224
1802,688665.SH,688665,四方光电,湖北,电器仪表,20210209
1803,688668.SH,688668,鼎通科技,广东,元器件,20201221
1804,688669.SH,688669,聚石化学,广东,化工原料,20210125
1805,688678.SH,688678,福立旺,江苏,元器件,20201223
1806,688679.SH,688679,通源环境,安徽,环境保护,20201225
1807,688680.SH,688680,海优新材,上海,塑料,20210122
1808,688686.SH,688686,奥普特,广东,电器仪表,20201231
1809,688687.SH,688687,凯因科技,北京,生物制药,20210208
1810,688689.SH,688689,银河微电,江苏,元器件,20210127
1811,688698.SH,688698,伟创电气,江苏,电气设备,20201229
1812,688699.SH,688699,明微电子,深圳,半导体,20201218
1813,688777.SH,688777,中控技术,浙江,软件服务,20201124
1814,688788.SH,688788,科思科技,深圳,通信设备,20201022
1815,688819.SH,688819,天能股份,浙江,电气设备,20210118
1816,688981.SH,688981,中芯国际-U,上海,半导体,20200716
1817,689009.SH,689009,九号公司-UWD,北京,专用机械,20201029
