,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,
0,0.5042016806722689,0.5378151260504201,0.6666666666666666,0.5854341736694678,0.5826330532212886,0.5994397759103641,0.6386554621848739,0.7030812324929971,0.6554621848739496,0.6302521008403361,0.5882352941176471,0.6386554621848739,0.6442577030812325,0.6330532212885154,0.6246498599439776,0.6218487394957983,0.5658263305322129,0.5882352941176471,0.5826330532212886,0.5658263305322129,0.5574229691876751,0.5462184873949579,0.5406162464985994,0.5322128851540616
0,0.5855855855855856,0.5405405405405406,0.6636636636636637,0.5855855855855856,0.5855855855855856,0.5945945945945946,0.6426426426426426,0.7207207207207207,0.6696696696696697,0.6426426426426426,0.6096096096096096,0.6336336336336337,0.6546546546546547,0.6516516516516516,0.6486486486486487,0.6006006006006006,0.5645645645645646,0.5675675675675675,0.5705705705705706,0.5555555555555556,0.5555555555555556,0.5585585585585585,0.5645645645645646,0.5495495495495496
0,0.5792880258899676,0.5372168284789643,0.6601941747572816,0.5631067961165048,0.6019417475728155,0.6084142394822006,0.6472491909385113,0.7055016181229773,0.6699029126213593,0.627831715210356,0.5922330097087378,0.627831715210356,0.6634304207119741,0.6472491909385113,0.6440129449838188,0.6116504854368932,0.5631067961165048,0.5825242718446602,0.5857605177993528,0.5631067961165048,0.56957928802589,0.5663430420711975,0.56957928802589,0.5566343042071198
0,0.5368421052631579,0.5403508771929825,0.631578947368421,0.5543859649122806,0.6,0.5894736842105263,0.6421052631578947,0.6947368421052632,0.6771929824561403,0.6210526315789474,0.5929824561403508,0.6350877192982456,0.6526315789473685,0.6421052631578947,0.6421052631578947,0.6175438596491228,0.5719298245614035,0.5824561403508772,0.5754385964912281,0.5578947368421052,0.5508771929824562,0.5578947368421052,0.5508771929824562,0.5403508771929825
0,0.5992366412213741,0.5305343511450382,0.6374045801526718,0.5458015267175572,0.5725190839694656,0.5687022900763359,0.6335877862595419,0.6870229007633588,0.6717557251908397,0.6030534351145038,0.5801526717557252,0.6259541984732825,0.6450381679389313,0.6297709923664122,0.6297709923664122,0.6183206106870229,0.5572519083969466,0.5877862595419847,0.5877862595419847,0.5534351145038168,0.5534351145038168,0.5648854961832062,0.5534351145038168,0.5458015267175572
0,0.6218487394957983,0.542016806722689,0.6596638655462185,0.5756302521008403,0.6050420168067226,0.6008403361344538,0.6386554621848739,0.6974789915966386,0.6848739495798319,0.6134453781512605,0.6092436974789915,0.6386554621848739,0.6596638655462185,0.6470588235294118,0.6428571428571429,0.6302521008403361,0.5588235294117647,0.6008403361344538,0.5840336134453782,0.5504201680672269,0.5546218487394958,0.5378151260504201,0.5336134453781513,0.5210084033613446
0,0.5747663551401869,0.5373831775700935,0.6495327102803738,0.5794392523364486,0.5934579439252337,0.5841121495327103,0.6261682242990654,0.705607476635514,0.6822429906542056,0.6121495327102804,0.602803738317757,0.6355140186915887,0.6542056074766355,0.6401869158878505,0.6355140186915887,0.602803738317757,0.5467289719626168,0.5841121495327103,0.5747663551401869,0.5373831775700935,0.5420560747663551,0.5560747663551402,0.5467289719626168,0.5233644859813084
0,0.5789473684210527,0.5526315789473685,0.6421052631578947,0.5842105263157895,0.5842105263157895,0.5842105263157895,0.6526315789473685,0.7,0.6631578947368421,0.6,0.6052631578947368,0.6105263157894737,0.6368421052631579,0.6263157894736842,0.6105263157894737,0.5947368421052631,0.531578947368421,0.5578947368421052,0.5473684210526316,0.5210526315789473,0.5263157894736842,0.5263157894736842,0.5210526315789473,0.5210526315789473
0,0.592814371257485,0.5449101796407185,0.6526946107784432,0.5688622754491018,0.5868263473053892,0.5808383233532934,0.6347305389221557,0.6826347305389222,0.6467065868263473,0.592814371257485,0.5988023952095808,0.5988023952095808,0.6227544910179641,0.6107784431137725,0.6047904191616766,0.562874251497006,0.5209580838323353,0.5329341317365269,0.5329341317365269,0.5089820359281437,0.5149700598802395,0.5149700598802395,0.5209580838323353,0.5089820359281437
0,0.5804195804195804,0.5384615384615384,0.6433566433566433,0.5734265734265734,0.6013986013986014,0.5664335664335665,0.6153846153846154,0.6713286713286714,0.6363636363636364,0.5944055944055944,0.5874125874125874,0.5874125874125874,0.6293706293706294,0.6013986013986014,0.6013986013986014,0.5734265734265734,0.5244755244755245,0.5244755244755245,0.5314685314685315,0.5104895104895105,0.5104895104895105,0.5174825174825175,0.5174825174825175,0.5104895104895105
0,0.5210084033613446,0.48739495798319327,0.5966386554621849,0.5546218487394958,0.5462184873949579,0.5126050420168067,0.6134453781512605,0.6722689075630253,0.6302521008403361,0.6050420168067226,0.5966386554621849,0.5882352941176471,0.6218487394957983,0.6134453781512605,0.6050420168067226,0.5714285714285714,0.5210084033613446,0.5462184873949579,0.5462184873949579,0.5294117647058824,0.5126050420168067,0.5210084033613446,0.5210084033613446,0.5126050420168067
0,0.4842105263157895,0.45263157894736844,0.5473684210526316,0.5052631578947369,0.5263157894736842,0.5368421052631579,0.631578947368421,0.6631578947368421,0.6210526315789474,0.5894736842105263,0.5894736842105263,0.5894736842105263,0.6,0.6210526315789474,0.5894736842105263,0.5894736842105263,0.5263157894736842,0.5578947368421052,0.5578947368421052,0.5263157894736842,0.5157894736842106,0.5157894736842106,0.5157894736842106,0.5157894736842106
0,0.3888888888888889,0.3333333333333333,0.4583333333333333,0.4027777777777778,0.4444444444444444,0.4166666666666667,0.5694444444444444,0.5972222222222222,0.5555555555555556,0.5694444444444444,0.5555555555555556,0.5277777777777778,0.5555555555555556,0.5694444444444444,0.5416666666666666,0.5277777777777778,0.5138888888888888,0.5277777777777778,0.5277777777777778,0.5,0.4722222222222222,0.4861111111111111,0.4861111111111111,0.4861111111111111
