,tp1,tp2,tp3,tp4,tp5,tp6,tp7,tp8,tp9,tp10,tp11,tp12,tp13,tp14,tp15,tp16,label
0,0.06720833226821901,0.0,0.0022435188219171965,0.0006501019245698083,0.0,0.0,0.0,0.9954835978305671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.047769622781794314,0.25715096901469775,0.2999292455574115,1.9096644562411464e-06,4.9397214081382195e-08,0.010126582278481013,0.1231490357561342,0.016770730774060456,0.002892750189114465,0.014924080233827883,0.027276066945881763,0.003593203522143362,0.0018680422342683518,0.008124100040610606,0.004144245250188336,9
2,0.06458400967008063,0.018503893924835882,0.16698594634944885,0.15405354665654056,8.044814383774032e-07,7.09599803126006e-09,0.007594936708860759,0.7423839964764879,0.009512294951210526,0.0005854456059683281,0.0055572760387264985,0.20264539848695562,0.005775075370831233,0.002039090263110994,0.04714938722073203,0.016287726608048166,7
3,0.06395077426399719,0.004242793514890894,0.00021946435336775666,0.0,6.874512468876983e-07,6.082967837093397e-09,0.007594936708860759,0.9959317904122665,0.007574584906273797,7.464712140648905e-05,0.015284160486098652,0.7643185040199766,0.026658929577237735,0.008491331919758637,0.5234370002818233,0.42327976821100854,0
4,0.0066681700950661825,0.008835103061156776,0.03971999698051054,0.03931621769031339,1.0434257481595645e-06,1.0514369232850387e-08,0.008860759493670886,0.8759084223840653,0.00975485147711015,0.00019711838344570174,0.012532964080644958,0.5718127568906194,0.018893505987835527,0.006415759822326251,0.2773537173385117,0.18062370453322352,2
5,0.06662540972238469,0.009000504905311573,0.010105890514901447,0.009601950060658912,2.677942050697017e-06,3.721666309692429e-08,0.012658227848101266,0.994070067380592,0.012640819689736836,0.00020032632083862842,0.025832325064844567,0.8614018643811266,0.03887019843377009,0.01256995886795273,0.6950347685417895,0.6166273905535147,0
6,0.004535362699283127,0.043876257548641516,0.39693233575062303,0.37708631054088765,4.213742166242088e-06,6.307447535791964e-08,0.013924050632911392,0.544070426634866,0.017342892221927694,0.0024884977472526375,0.006007307797267701,0.13996862153498643,0.004438741760410581,0.0017027595065694514,0.029286322912483974,0.008261566819024357,6
7,0.06676195519004445,0.04907766705278382,0.48053199889476955,0.4418268140022054,5.435300233412353e-06,8.592124323235421e-08,0.015189873417721518,0.5381646418138635,0.01865102820210901,0.003033222971701144,0.004948882571421957,0.13345131669334329,0.003976030651104784,0.001468795074381122,0.028023256691533566,0.007486197209110061,6
8,0.012819058606881924,0.017777663827937634,0.08503403108869731,0.08092439776891694,6.835526655419376e-06,1.292879966637356e-07,0.017721518987341773,0.844527229403374,0.01883569052021639,0.0005514344292082245,0.018112703036147374,0.7260863375705041,0.02762378531162835,0.00941093650369858,0.469185074705578,0.3644081269409627,2
9,0.011746994053400565,0.04339772262917105,0.36570472312776225,0.3475637671680577,1.246273747710922e-05,2.762302765086817e-07,0.021518987341772152,0.5982962690822536,0.02450648758370469,0.002440748470218951,0.007792467231635792,0.330914120505029,0.0097835022881577,0.003561351293713836,0.09714600610772883,0.04324883490446808,6
10,0.022204674769557866,0.033966153482489055,0.2694433220112581,0.24748129661956564,1.6261261821258415e-05,4.097952871528072e-07,0.024050632911392405,0.78810013988634,0.02558193657691625,0.001594325606709265,0.00981860769358322,0.5379951018883494,0.016249080065630465,0.005587862310447872,0.24238992082697994,0.15142547567355094,4
11,0.023632639033154185,0.05010065657038876,0.3847614597985518,0.3727735534162762,2.5412579130975255e-05,7.260662662128758e-07,0.027848101265822784,0.561183780377544,0.03110512401057095,0.0031485727810642325,0.010001927543633118,0.4024215787593993,0.012702856775652568,0.004679127789623755,0.13755019978743224,0.06978549255703329,6
12,0.0258451501183992,0.026891784271885943,0.047081864530002654,0.046067488781843885,3.156554621857962e-05,9.971783479590313e-07,0.030379746835443037,0.9469925960477694,0.030682627608049403,0.0010747636643638947,0.05026440866448824,0.9323811585809303,0.06433208196328286,0.02165194215809161,0.843386915443149,0.7969213939632516,2
13,0.047857039643083736,0.0791646166973793,0.8525211928716301,0.7515515345048165,4.0727363479416404e-05,1.388453429376657e-06,0.03291139240506329,0.5560833298503145,0.03619611039886373,0.007243987862730345,0.003857865516418662,0.2610434675486394,0.006477613341457028,0.002196435859347536,0.06179039716611981,0.024589339473804674,7
14,0.021870345108425518,0.031463910922361865,0.038212309037461756,0.0386562732233324,4.5368147405746494e-05,1.579815938734789e-06,0.03417721518987342,0.9735428058497128,0.03426872574668357,0.0013993058113162334,0.06582042648564501,0.9161889371389855,0.07759718206059685,0.026226679218463434,0.8271981061865032,0.7585611352979451,8
15,0.08046979498544013,0.03073956828999816,0.0037389977728647986,0.007916284913553505,4.9215294641272354e-05,1.8037029819378843e-06,0.035443037974683546,0.9892089016867749,0.03541200109372565,0.0013428939170755509,0.09672385858003021,0.9801178528950854,0.11199155404693371,0.03794358523572188,0.9509156027695111,0.935284079233161,0
16,0.17325146227700597,0.03753633311013935,0.07684687020915272,0.0880567507597426,6.0263210706158266e-05,2.353237406766546e-06,0.0379746835443038,0.73304211866872,0.03989572985243597,0.0018849287143507703,0.048584609872469556,0.86503490534097,0.0588871622155087,0.022026230129359718,0.7055479032692791,0.6263559070470944,5
17,0.09698197927519618,0.04345688944153478,0.2436067212824381,0.226335034001289,6.627356583539065e-05,2.675077827983951e-06,0.039240506329113925,0.8433729169156327,0.04031554102764237,0.0024431958709098967,0.020580751786878192,0.7670139141488559,0.03095571531057275,0.010635737697925095,0.5316586939736632,0.4306577689217304,4
18,0.03569119792256451,0.03938236085005727,0.10859582801440715,0.10983676769283687,7.26174909074938e-05,3.0281639907243344e-06,0.04050632911392405,0.721794283032356,0.0425076935400724,0.002058412815480816,0.042712145249087424,0.8890905023553443,0.05503388895212786,0.019514895755028343,0.7524646951278678,0.6847383514424694,2
19,0.08969507321697208,0.0399443223198297,0.04439193390489544,0.04480957847365704,8.756407816058828e-05,3.838225260365728e-06,0.043037974683544304,0.9767230945282387,0.04308543261518322,0.0021075494382074636,0.08008564161788773,0.9426996580598128,0.09283425461185578,0.03151862758840611,0.8756310151268283,0.8272325719133281,8
20,0.04355488623319802,0.048829275237924345,0.24337611626506872,0.22741683143781904,0.00010244163133643805,4.786222021034138e-06,0.04556962025316456,0.8351048181662291,0.04669373750001775,0.0030068403997403764,0.025158828034399134,0.8114744433306679,0.03633363678139794,0.012522606183246103,0.6064215976194078,0.5134918554490729,4
21,0.04099052696470521,0.04534861464282635,0.05232869309063828,0.052264950214302455,0.00012932735680318855,6.537047277053997e-06,0.049367088607594936,0.9650857731812047,0.04948937798629566,0.0026368965265221576,0.08531900298812811,0.9713026119208973,0.1002173933289359,0.03409345318489074,0.9315088288072041,0.909501232852016,3
22,0.03868297988559089,0.04722198618896411,0.0986682986021401,0.0904882095672695,0.00013922082333424595,7.21591768380613e-06,0.05063291139240506,0.9471805073829831,0.050889218628791935,0.0028331621166187777,0.06312493315090459,0.9586016934195821,0.07807253500817782,0.025959656298368244,0.9018526675351759,0.8716465845112389,1
23,0.044970193806920244,0.047855422019689495,0.05385607963023803,0.05374910557801301,0.0001497044829029335,7.945744581575369e-06,0.05189873417721519,0.9635556380230358,0.05202707525836605,0.002900849829296421,0.08925155065575432,0.973490403443453,0.1041824167761093,0.035466325859751006,0.9365713941468508,0.9161402826462575,3
24,0.06869479560599816,0.08686648563972087,0.8266873375243142,0.7244256615820653,0.0001728826073711957,9.595281394104407e-06,0.05443037974683544,0.5397753104014096,0.057791771380287016,0.008608031601022543,0.0073679279797588025,0.505046258858923,0.013927044349983864,0.004611756324818348,0.21172775073989095,0.12678615566678553,7
25,0.059591361476348734,0.057630487951775534,0.23792752406382633,0.2259643381798698,0.00018419213562768862,1.0470715666376912e-05,0.05569620253164557,0.8152130611100338,0.05694977153632523,0.004048557011216599,0.033193255687294844,0.863630893846019,0.04537967334500803,0.01581075921169898,0.7022734208976125,0.6244512715039373,4
26,0.0677832475545324,0.08787397745762592,0.8133864126101487,0.7172576292176717,0.00019740884097046386,1.1456421781553892e-05,0.056962025316455694,0.5827264727359741,0.059989525418675325,0.008795279583678,0.007989668762949402,0.5303222189055734,0.014933362735741296,0.0049764322470093126,0.23454263977267245,0.14526486665332336,7
